DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
232004972,01/25/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,20,Olympic,2038,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0448 0510 0522 0503 0509 0432,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,860,,,3000    LEEWARD                      AV,,34.0587,-118.2891
221704892,01/21/2022 12:00:00 AM,07/01/2020 12:00:00 AM,0800,17,Devonshire,1701,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1817 1906 1912,46,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,956,,,,19500    SHADOW GLEN CIR,,34.293,-118.5599
222012456,07/19/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1230,20,Olympic,2079,2,354,THEFT OF IDENTITY,0100,11,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300    MAGNOLIA                     AV,,34.0473,-118.2865
220614618,08/13/2022 12:00:00 AM,12/15/2020 12:00:00 AM,2200,06,Hollywood,0666,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 0352 1601,28,F,H,101,STREET,,,IC,Invest Cont,330,,,,LEXINGTON,EL CENTRO,34.0926,-118.3245
220515613,11/03/2022 12:00:00 AM,09/01/2020 12:00:00 AM,1200,05,Harbor,0567,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 0416,18,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,400 W  20TH                         ST,,33.7261,-118.2858
221411398,05/24/2022 12:00:00 AM,03/30/2020 12:00:00 AM,1640,14,Pacific,1428,2,354,THEFT OF IDENTITY,1822,50,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10900    ROSE                         AV,,34.0242,-118.4183
230304640,01/14/2023 12:00:00 AM,03/14/2020 12:00:00 AM,0730,03,Southwest,0362,2,354,THEFT OF IDENTITY,1822 0100 0930,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4500    COLISEUM                     ST,,34.0175,-118.346
222108906,05/03/2022 12:00:00 AM,12/31/2020 12:00:00 AM,1220,21,Topanga,2133,1,352,PICKPOCKET,0344,19,M,H,701,HOSPITAL,,,IC,Invest Cont,352,,,,7300    MEDICAL CENTER               DR,,34.2035,-118.6294
221608687,05/24/2022 12:00:00 AM,03/30/2020 12:00:00 AM,1200,16,Foothill,1605,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0913 0515,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,815,,,11800    KATHYANN                     ST,,34.2838,-118.3933
230218441,10/02/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1000,02,Rampart,0235,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1259 0602 0913 0554,17,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,200 S  LAKE                         ST,,34.0663,-118.2719
221210385,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,0845,12,77th Street,1243,1,330,BURGLARY FROM VEHICLE,1822 1606 0344,52,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330,,,,6400    HAAS                         AV,,33.9818,-118.3168
231712864,07/16/2023 12:00:00 AM,01/16/2020 12:00:00 AM,1605,17,Devonshire,1787,2,354,THEFT OF IDENTITY,0927 0928 0929 1822,31,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,9700    ZELZAH                       AV,,34.2468,-118.5233
212015778,10/16/2021 12:00:00 AM,05/15/2020 12:00:00 AM,1310,20,Olympic,2022,2,354,THEFT OF IDENTITY,1822 0100,89,F,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 S  MANHATTAN                    PL,,34.0625,-118.3104
231214436,06/23/2023 12:00:00 AM,11/20/2020 12:00:00 AM,1200,12,77th Street,1211,2,354,THEFT OF IDENTITY,0377 1822,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5300    3RD                          AV,,33.995,-118.3204
231308748,04/04/2023 12:00:00 AM,08/14/2020 12:00:00 AM,1210,13,Newton,1365,2,354,THEFT OF IDENTITY,0930,32,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300 E  48TH                         ST,,34.0002,-118.2521
220517340,12/23/2022 12:00:00 AM,07/29/2020 12:00:00 AM,2200,05,Harbor,0564,2,354,THEFT OF IDENTITY,1822 0935,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 S  ARBOLES                      CT,,33.7431,-118.2821
201605651,02/09/2020 12:00:00 AM,01/30/2020 12:00:00 AM,0044,16,Foothill,1601,1,648,ARSON,,55,M,B,101,STREET,,,IC,Invest Cont,648,,,,12900    DESMOND                      ST,,34.2862,-118.4133
230704658,01/16/2023 12:00:00 AM,05/11/2020 12:00:00 AM,0750,07,Wilshire,0774,2,354,THEFT OF IDENTITY,0100 1822,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1800 S  LA BREA                      AV,,34.0424,-118.3467
220321001,11/29/2022 12:00:00 AM,02/18/2020 12:00:00 AM,2120,03,Southwest,0326,2,354,THEFT OF IDENTITY,0100 1822,44,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2700    BRIGHTON                     AV,,34.0309,-118.3015
231717780,11/17/2023 12:00:00 AM,02/21/2020 12:00:00 AM,1100,17,Devonshire,1701,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,44,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,20400    ALBION                       WY,,34.288,-118.5797
230809796,05/17/2023 12:00:00 AM,09/26/2020 12:00:00 AM,0800,08,West LA,0882,2,354,THEFT OF IDENTITY,1202 0100 0928 1822,70,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11500    MISSOURI                     AV,,34.0408,-118.4479
221108981,05/10/2022 12:00:00 AM,12/02/2020 12:00:00 AM,1200,11,Northeast,1123,2,354,THEFT OF IDENTITY,0928 1822,37,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3900    GLENFELIZ                    BL,,34.1212,-118.2672
231204979,01/18/2023 12:00:00 AM,05/01/2020 12:00:00 AM,1200,12,77th Street,1205,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0417 1813 2000 0419 0429,21,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1000 W  50TH                         ST,,33.9978,-118.2915
220310780,05/16/2022 12:00:00 AM,10/01/2020 12:00:00 AM,1130,03,Southwest,0395,2,354,THEFT OF IDENTITY,0100 1251 1259 1822,13,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 W  43RD                         ST,,34.0055,-118.3113
230506618,03/13/2023 12:00:00 AM,08/05/2020 12:00:00 AM,0001,05,Harbor,0522,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0913,0,M,O,726,POLICE FACILITY,,,AO,Adult Other,845,,,,2100    JOHN S GIBSON                BL,,33.7795,-118.2715
210907013,03/16/2021 12:00:00 AM,11/15/2020 12:00:00 AM,1200,09,Van Nuys,0931,2,940,EXTORTION,1202 0337,59,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,6300    PEACH                        AV,,34.1848,-118.4675
210205090,12/20/2020 12:00:00 AM,12/04/2020 12:00:00 AM,1455,02,Rampart,0205,2,354,THEFT OF IDENTITY,0100 1822,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 N  VENDOME                      ST,,34.0823,-118.2755
221507368,03/23/2022 12:00:00 AM,02/01/2020 12:00:00 AM,0001,15,N Hollywood,1504,2,860,BATTERY WITH SEXUAL CONTACT,0522 1259,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,11700    RUNNYMEDE                    ST,,34.2057,-118.3878
240904504,01/13/2024 12:00:00 AM,01/13/2020 12:00:00 AM,1150,09,Van Nuys,0955,2,354,THEFT OF IDENTITY,1822 0930,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14200    CHANDLER                     BL,,34.1684,-118.4423
221409128,04/12/2022 12:00:00 AM,04/20/2020 12:00:00 AM,0950,14,Pacific,1444,2,886,DISTURBING THE PEACE,1501,18,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,886,,,,13600    MARINA POINT                 DR,,33.9876,-118.4489
221205529,01/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,0005,12,77th Street,1259,1,121,"RAPE, FORCIBLE",1251 1258 0913 0556 0500 0526,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,800 E  77TH                         ST,,33.9694,-118.2608
221516877,11/02/2022 12:00:00 AM,09/07/2020 12:00:00 AM,2100,15,N Hollywood,1591,1,820,ORAL COPULATION,0512 1259 0500 1820 0448 0531 0507,14,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,820,,,8500    MULHOLLAND                   DR,,34.1325,-118.3974
